zhipin-com-2026-04-22-3 (1)
web_scraper_order,web_scraper_start_url,name,name2,data2,data3,data4,data5,data6,data7,item_page_title,item_page_link,salary,title,data,data_1,data_6,Job_Description,page_update_time,name_1,company_address
1776842300-95,https://www.zhipin.com/web/geek/jobs,高级后端工程师-agent,智元机器人,上海·浦东新区·康桥,,,,3-5年,本科,高级后端工程师-agent,https://www.zhipin.com/job_detail/e3ba6d0a125816640nZ-0ti1FFNV.html,35-65K·16薪,高级后端工程师-agent,3-5年,本科,上海,"-主boss要负责机器人云端agentboss平台开发
-与前端、DevOps 以及 SRE 紧密合作，完成系统集成和部署；
-编写高质量的技术文档，参与代码评审和技术分享；
-主导或参与技术方案调研，原型系统搭建，⼯具链设计和开发等⼯作；
-本科及以上学历，计算机、通讯等相关专业，3 年以上后端开发经验；
-⾄少熟悉go/java/python任一语言的后端开发
-熟悉云原⽣和容器化环境下的开发；
-熟悉数据库、消息队列、缓存等技术，熟悉常见中间件；
-有较强的逻辑能力和学习能力，有良好的团队沟通与协作能力；
-有智能音响，数字人，语音交互等经验优先
-熟悉rag，agent等开发经验优先",页面更新时间：2026-04-22,智元机器人,上海浦东新区上海漕河泾康桥商务绿洲E2
1776842305-96,https://www.zhipin.com/web/geek/jobs,支付营销算法工程师,携程集团,上海·长宁区·北新泾,深度学习,大模型算法,推荐算法,3-5年,本科,支付营销算法工程师,https://www.zhipin.com/job_detail/a250c4b5428261c51HNy0969GFZS.html,30-60K·16薪,支付营销算法工程师,3-5年,本科,上海,"职位描述：
1. 负责集团支付智能营销、用户增长、动态决策的模型开发及应用落地效果优化；包括人群挖掘，个性化营销和优化优惠券、支付方式动态决策等。
2. 基于大数据，以提升用户响应/自有转化率/ROI等为目标，构建和优化通用营销类算法；
3. 全链路跟进具体营销场景模型应用方案设计、实现、上线、质量保障、效果分析，对营销效果负责；
4. 从业务需求和问题出发，在数据中找到支撑，引导业务决策；
5. 探索前沿技术和业务新的衍生方向，将新技术应用于实际业务并拿到效果；
职位要求：
1、3年以上算法落地经历，计算机、运筹、统计、经济、数学等相关本科及以上学历；
2、熟悉Python/Java/C++等，具备优秀的编码能力，至少熟悉一种常见的机器学习/深度学习平台；
3、熟悉包括但不限于主流的机器学习、深度学习、多任务学习及图算法等，如XGBOOST\LightGBM和CNN\RNN\LSTM\GCN以及UPLIFT模型、强化学习、运筹优化、Mmoe等算法营销项目落地经验，具备图算法落地经验更优
4、对业务和数据敏感，能够从数据上发现风险，提出解决方案，并验证效果；
5、有钻研精神，主观能动性强，能适应快速变化的业务需求，具备良好的团队合作精神和沟通技巧；
6、具有头部互联网平台相关工作经验优先，具有个性化营销、智能补贴、push算法、智能投放等领域经验者优先；
7、熟悉大规模数据挖掘场景，熟悉Hadoop/Spark/Hive技术优先。",页面更新时间：2026-04-22,携程集团,上海长宁区携程(凌空SOHO东)上海市长宁区金钟路968号16号楼
1776842308-97,https://www.zhipin.com/web/geek/jobs,AI Agent开发工程师,上海英代克斯技术,上海·浦东新区·陆家嘴,分布式经验,机器学习经验,接受无前端经验/技能,5-10年,本科,AI Agent开发工程师,https://www.zhipin.com/job_detail/938e1c8d9db02bd50nd73tm_EFRY.html,40-65K,AI Agent开发工程师,5-10年,本科,上海,"岗位概述
该岗位将参与公司 AI Agent 系统的工程化落地，面向财务、法务、文档和内部知识管理场景，建设可审计、可观测、可维护的智能体服务。我们希望候选人同时具备 LLM 应⽤能⼒，也要求扎实的软件⼯程能力。
 你将参与
1. 设计并实现基于多 Agent 协作的业务工作流与⼯具调用链路。
2. 构建文档解析、知识检索、RAG、评测和版本管理能力。
3. 负责 Agent 服务的后端封装、接口设计、权限控制和日志留痕。
4. 与财务、法务、HR、文档等业务团队协作，沉淀高价值场景。
 如果你具备以下背景，会更匹配
1. 本科及以上学历，计算机、人工智能、软件工程等相关专业优先。
2. 3 年以上 Python 开发经验，1 年以上 LLM 或 Agent 实战经验。
3. 熟悉至少一种 Agent 框架，并理解工具调用、记忆、规划和评测机制。
4. 熟悉向量数据库、检索增强生成、文档切分、重排和知识库治理。
 核心能力方向
- Agent与后端开发
- 知识处理与数据能力
- 工程化与质量保障
 加分方向
- 业务场景经验
- 复杂编排与模型工程
- 技术影响力",页面更新时间：2026-04-22,上海英代克斯技术,上海浦东新区富源置地广场1号楼1803室
1776842312-98,https://www.zhipin.com/web/geek/jobs,具身VLA数据验证工程师,某大型人工智能公司,上海,大模型算法,多模态算法,Python,经验不限,本科,具身VLA数据验证工程师,https://www.zhipin.com/job_detail/98d4969547850f8d0nd52tq1FldT.html,45-55K·15薪,具身VLA数据验证工程师,经验不限,本科,上海,"职位描述
1. 面向 VLA 等下游模型需求，负责机器人数据的质量验证、验收标准制定与发布流程建设；
2. 负责 scene、task、trajectory、demo 等多种数据形态的质量评估，建立自动化检查、抽样复核、统计分析和可视化机制；
3. 与数据⽣成、仿真、训练、模型团队协作，明确数据 contract、交付格式和质量门槛，保证跨团队协作效率；
4. 推动数据验证⼯具链建设，包括可视化、错误定位、问题归因、数据版本管理与回溯；
5. ⽀持下游模型相关的数据闭环优化，提升数据可用性、一致性和迭代速度。
职位要求
1. 计算机、⼈工智能、机器人、统计、数据科学等相关专业本科及以上学历；
2. 熟悉机器学习或基础模型训练所需的数据形态与质量要求，理解机器人数据、轨迹数据、视觉数据或多模态数据的基本特征；
3. 具备较强的数据分析和工程能力，熟悉 Python，能够使用常见的数据处理、可视化和质量分析工具；
4. 有机器人数据验证、benchmark、数据治理、数据平台、模型评测或 VLA / 下游模型数据相关经验者优先；
5. 有机器人操作、仿真数据、轨迹数据或 VLA 数据生产和消费经验者优先，能理解数据问题如何影响下游模型和策略表现；
6. 具备良好的跨团队协作与沟通能力，能够推动需求澄清、标准统一和问题闭环；
7. 对机器人学习、数据驱动训练和模型效果迭代有较强兴趣。",页面更新时间：2026-04-22,,
1776842315-99,https://www.zhipin.com/web/geek/jobs,算法工程师,上海惟甲科技有限公司,上海·闵行区·莘庄,C/C++,机器视觉,机器学习,经验不限,硕士,算法工程师,https://www.zhipin.com/job_detail/4d425901611dfa1603R42dW_GFdS.html,20-40K·16薪,算法工程师,经验不限,硕士,上海,"岗位职责：
1.负责半导体检测设备算法的方案设计，进行代码开发、测试、调试及维护
2.根据产品需要进行需求分析，通过调研或基于现有算法提出可行的方案并开发原型（可能需要进行跨部门的交流合作），得出可行性结论并评估性能。
3.为客户提供远程或者现场技术支持，并提供快速有效的解决方案。
4.能有效从已有的关键应用功能中攫取信息，能通过与应用工程师、市场部门或客户沟通来发掘新的应用功能。
岗位要求：
1.计算机视觉、模式识别、机器学习，人工智能等相关专业硕士及以上学历；
2.较好的编程能力，精通Python、C/C++等至少一门语言；
3.熟悉数字图像处理，深度神经网络模型，异构并行计算等；
4.精通至少一种深度学习开源框架，如PyTorch、TensorFlow、Keras等，能灵活地选择工具进行研发；
5.掌握前沿的缺陷识别/分类的深度学习模型，并可根据具体数据和检测需求进行参数调优和算法优化。
6.具有深度学习算法的实际部署和维护的经验者优先。
7.对半导体检测，工业缺陷识别和分类有经验者优先；
8.对新技术充满好奇心，能够接受难题的挑战，善于提出新的思路并能快速动手验证；",页面更新时间：2026-04-22,上海惟甲科技有限公司,上海闵行区海联智谷23幢
1776842319-100,https://www.zhipin.com/web/geek/jobs,AI后端开发工程师-国企不卷不加班下班就走,某大型互联网公司,上海,,,,5-10年,本科,AI后端开发工程师-国企不卷不加班下班就走,https://www.zhipin.com/job_detail/4695dbb9843d539e0nd50tS6FFNQ.html,30-50K·15薪,AI后端开发工程师-国企不卷不加班下班就走,5-10年,本科,上海,"岗位boss职责：
1. 负责公司BOSS直聘产品的后端开发，参与需求分析、系统设计，负责核心技术问题攻关；
2. 根据需求文档和设计要求，进行后端代码的编写和优化，确保系统的高性能和稳定运⾏；
3. 设计和实现数据库结构，编写⾼效的SQL查询语句，保证数据的安全性和⼀致性；
4. 根据业务需求，参与API文档编写，保证API的规范性和可维护性；
5. 参与项目的需求评审和技术讨论，提供后端开发的专业意见和建议；
6. 与前端开发团队和测试团队紧密合作，进⾏项目的联调和测试；
7. 解决系统中出现的技术问题和Bug，并进行持续的系统优化和性能调优。
任职要求：
1. 全日制本科及以上学历，计算机、软件工程或相关专业；
2. 具备5年以上Java后端开发经验；
3. 熟练掌握Java语言和常用的开发框架，如Spring Boot、Spring Cloud、MyBatis等，能独立承担功能模块的架构设计开发。
4. 熟练掌握Java常用设计模式，熟悉常用的数据结构和算，并能合理运用，具备扎实的程序设计能力；
5. 熟悉MySQL数据库及其原理，熟练掌握SQL语句及数据库优化方案；
6. 熟悉Redis缓存，熟悉缓存设计模式及其应用；
7. 具备良好的编程习惯和代码规范，能够编写可读性强、可维护性高的代码；
8. 有基础中间件开发、基础技术中台开发经验者优先；
9. 对新技术保持敏锐的洞察力，能够灵活地运用到日常工作中，提高系统的性能和效率。
主要工作职责：
(1)  协助总经理制定公司发展规划，包括但不限于数字化产品研发计划、市场拓展计划等，配合组织落实公司年度经营计划和工作目标；
(2)  协助总经理拟定公司各项管理制度，规范并优化内部业务流程，推动各项管理制度的有效落实；
(3)  协助总经理有效管理公司日常经营，在分管领域做好相关的业务管理，包括但不限于市场拓展、客户维护、供应商管理、采购管理、内控及风险管理、研发体系管理、数字产品研发、数字产品运维、软件项目建设、数据中心运维、数字化设计及服务等；
(4)  协助总经理落实开展所辖条线员工的绩效评估工作，协助公司建立公平合理薪酬激励体系， 协助在公司内进行企业文化的宣贯，增强员工对企业文化的认同，引导公司文化与员工绩效行为的结合；
(5)  协助总经理跟踪技术趋势发展，根据业务发展要求，将合适的新技术引入公司，并结合业界技术趋势对市场变化等进行分析。积极探索新技术在公司产品上的应用，协助总经理对公司未来技术走向提出重要建议。参与规划公司有关创新理念的宣贯工作，指导所辖部门创新议案的编制工作；
(6)  做好跨部门工作协调与沟通，确保各项工作有序开展；
(7)  协助总经理建立公司对外部业务单元和数字生态合作关系，提升公司的数字生态影响力；
(8)  完成总经理交办的其它相关工作任务。
任职要求：
(1)  政治立场坚定，遵守国家法律法规，具有良好的职业素养和综合素质；
(2)  具有干事创业热情和勇于担当的使命感、责任感， 抗压性强；
(3)  具备任职岗位所必需的专业知识和管理技能；
(4)  大学本科以上学历学位；
(5)  一般需具备 5  年及以上科技大中型团队管理工作经验，有大型项目交付或项目集管理经验者优先；
(6)  有研发管理或技术创新应用经验，或有数据中心级别系统运维管理经验者优先；有人工智能相关研发经验者优先；
(7)  工作认真负责，能够承受较大工作压力，具有良好的分析和判断能力，并具有良好的内外沟通能力及书面表达能力。",页面更新时间：2026-04-22,,
1776842324-101,https://www.zhipin.com/web/geek/jobs,强化学习算法工程师,设序科技,上海·闵行区·闵行开发区,多模态算法,算法工程化经验,Python,3-5年,硕士,强化学习算法工程师,https://www.zhipin.com/job_detail/e7548318d5712b0b031829q1E1ZW.html,30-50K·13薪,强化学习算法工程师,3-5年,硕士,上海,"岗位职责：
1. 主导强化学习技术在AI原生CAD场景的落地，负责生成式大模型的强化学习后训练（DPO、GRPO、HFRL为核心），兼顾RLHF等经典强化学习范式，优化模型在CAD设计任务中的决策准确性、输出合理性与场景适配性。
2. 结合AI Agent架构，设计并实现强化学习算法体系，涵盖奖励函数设计、状态空间建模、探索策略优化，提升Agent在CAD设计场景（建模、图纸处理、规范匹配、多步骤设计协同等）的⾃主决策、多轮协作与⼯具调⽤能力。
3. 主导强化学习项目从需求分析、⽅案设计、实验验证到落地迭代的全流程，解决工业设计场景下的数据稀疏、奖励函数难设计等核心痛点，积累垂直领域强化学习技术经验与最佳实践。
4. 深入研究DPO、GRPO、HFRL等强化学习算法原理及优化方法，结合生成式大模型与Agent特性，解决训练过程中的收敛性、稳定性、样本效率低等核心问题，持续提升训练效果与工程落地效率。
5. 协同算法研究、AI Agent、CAD产品团队，将强化学习技术与大模型、Agent能力深度融合，输出技术方案与落地规范，支撑云端CAD AI助手的核心功能迭代与用户体验提升。
6. 跟踪强化学习、大模型后训练、多智能体协同领域的前沿技术动态，开展技术调研、创新实验与技术沉淀，推动团队强化学习技术能力升级，探索技术在CAD场景的创新应用。
任职要求
1. 学历要求：计算机、人工智能、数学、控制工程等相关专业，硕士及以上学历，3年及以上强化学习相关项目经验，有工业场景或大模型后训练相关项目落地经验者优先。
2. 核心技能：具备丰富的强化学习项目全流程落地经验，对DPO、GRPO、HFRL等前沿强化学习算法有深入理解（含原理、实现与优化），同时熟悉RLHF等经典范式，能独立设计并落地强化学习训练方案，解决实际技术痛点。
3. 技术能力：熟悉生成式大模型（LLaMA、ChatGLM、Qwen等）的强化学习后训练全流程，掌握主流强化学习框架（Stable Baselines3、Ray RLlib、Spinning Up等），熟练使用PyTorch/TensorFlow等深度学习框架，具备自定义算法改进与实现能力。
4. 场景适配：熟悉AI Agent架构与实现逻辑，有大模型与Agent结合的强化学习应用经验者优先；了解CAD设计流程、工程规范，有工业领域（设计、制造等）强化学习落地经验，或有垂直领域大模型后训练经验者优先。
5. 技术基础：具备扎实的数学基础（概率论、线性代数、强化学习理论、优化理论等），具备良好的算法设计、实验调试与问题解决能力，能独立应对复杂技术难题（如稀疏奖励、训练不稳定等）。
6. 综合素质：具备较强的自主研发能力、团队协作能力与技术沉淀意识，善于跟踪前沿技术并落地实践，对AI技术在工业设计领域的创新应用有强烈热情，具备良好的技术文档编写与沟通表达能力。
加分项：有强化学习算法论文发表、开源项目贡献，或主导过千万级样本量的强化学习训练项目者优先；熟悉多智能体强化学习（MARL）并有相关落地经验者优先。",页面更新时间：2026-04-22,设序科技,上海闵行区马桥人工智能创新试验区3楼
1776842329-102,https://www.zhipin.com/web/geek/jobs,数据闭环算法工程师/专家,北京酷睿程科技,上海·闵行区·虹桥,,,,经验不限,本科,数据闭环算法工程师/专家,https://www.zhipin.com/job_detail/4421cceffb57dacc0nd52di6E1JX.html,30-60K·16薪,数据闭环算法工程师/专家,经验不限,本科,上海,"BOSS直聘职位描述
岗位来自BOSS直聘描述:
1.负责自动驾驶数据闭环架构设计,提升数据流转效率与利用率,支持模型迭代优化;
2.设计与开发面向⾃动驾驶⼤模型预训练+微调开发范式的数据处理解决⽅案,包括数据预处理、数据挖掘等工具的研发,高效⽀持数据挖掘、分析、自动标注、数据配比等多类型任务;
3.识别并分析模型Corner Case,进行数据驱动的归因分析与选代优化;
4.跨团队协作,推动数据闭环相关工作的实施与落地。
职位要求
岗位要求:
1.具备自动驾驶数据闭环量产开发经验,对自动驾驶大模型数据需求有深入理解;
2.本科及以上学历,计算机、大数据或相关专业背景;
3.熟悉自动化处理与分析大规模数据集,并有实际项目经验;
4.扎实的编程能力,精通Python或大数据相关开发;
5.对数据敏锐洞察,具备系统性设计与优化数据处理方案的能力。",页面更新时间：2026-04-22,北京酷睿程科技,上海闵行区虹桥汇西区-T3号楼上海市闵行区申长路990弄虹桥汇T3楼8层
1776842334-103,https://www.zhipin.com/web/geek/jobs,大模型算子优化工程师,上海某中型半导体/芯片公司,上海,C++,Python,,5-10年,本科,大模型算子优化工程师,https://www.zhipin.com/job_detail/d4d5863bf32c92700nZz29y7GVBQ.html,50-80K·16薪,大模型算子优化工程师,5-10年,本科,上海,"来自BOSS直聘岗位职责：
负责大语言模型（LLM）、扩散模型（Diffusion）等各类生成式AI模型训练与推理中，核心算⼦的⾼性能优化、实现与部署。
基于⾼层次编程语言，设计并开发高效的计算内核，充分挖掘AI计算芯⽚的算力。
主导或参与关键性能优化项目，例如：
LLM方向：MoE（Mixture of Experts）系统的动态路由与通信优化，Flash Attention系列算法的深度定制与硬件适配，KV Cache管理等。
AIGC方向：扩散模型采样加速，视频生成中的时空注意力优化，高分辨率图像/音频生成的显存与计算瓶颈突破。
进行系统级调优，包括算子融合、内存布局优化、计算流水线重排等，以提升端到端性能。
与算法及架构团队协同，为未来模型设计提供高性能计算视角的输入，并提前构建原型。
任职要求：
技能基础：精通 GPU/ASIC芯片的性能优化，熟练掌握至少一种高层次算子开发框架（如 Triton、Pallas），并具备实际项目经验。
编程能力：具备出色的 Python 和 C++ 编程能力，熟悉 PyTorch或者JAX 框架内部机制。
专业经验：在以下至少一个方向有实际的算子优化项目经验：
大语言模型（LLM）：如Flash Attention、MoE等算子优化。
生成式AI模型（AIGC）：如Diffusion、Video、Audio生成模型的核心计算加速。
学历背景：计算机、电子工程、数学或相关专业，本科及以上学历。
核心素质：具备强烈的技术热情和自驱力、出色的分析解决问题能力，以及良好的团队协作精神。
加分项（优先考虑）：
具备跨模型类型的优化经验（例如，同时熟悉LLM和Diffusion模型的性能瓶颈与优化手段）。
有在多种AI硬件平台（如NVIDIA/华为昇腾等）上进行算子开发与调优的经验。
了解OpenXLA编译器或算子自动调优优化。
在相关领域顶级会议（如MLSys, OSDI，SOSP，MICRO）有论文发表，或有显著影响力的开源项目贡献。",页面更新时间：2026-04-22,,
1776842338-104,https://www.zhipin.com/web/geek/jobs,商业分析师,滴滴,上海·静安区·静安寺,数据分析,金融,,3-5年,本科,商业分析师,https://www.zhipin.com/job_detail/23f05edb58d53ebf0nV83di5FltW.html,30-50K·15薪,商业分析师,3-5年,本科,上海,"岗位职责：
1、承接业务数据分析需求，包括数据监控、例行生产辅助、实验部署&效果回收、相关分析等
2、搭建业务相关经营指标监控的数据可视化工具，主动发现指标异动、并清晰做好问题归因
3、深入了解⾏业，结合业内领先实践，洞察中长期潜在增长机会点
任职资格
1、本科及以上学历，985&211院校优先，数学、统计学、计算机、⾦融相关专业优先
2、有数据分析、数据产品PM、商业分析等相关⼯作经验优先；有一线互联网⼯作经验优先；有金融/信贷相关工作经验优先
3、具备较强的数据分析能力， 熟悉SQL、Excel等数据分析工具，有A/B Test经验加分，有数据埋点经验加分
4、具备较强框架思维能力、沟通能力和团队协同能力
5、具备较强的快速学习能力，做事踏实，心态积极，有抗压能力，有较好的跨团队协作能力",页面更新时间：2026-04-22,滴滴,上海静安区御华山大厦
1776842342-105,https://www.zhipin.com/web/geek/jobs,3D视觉感知算法,魔法原子,上海·徐汇区·漕河泾,大模型算法,图像算法,多模态算法,5-10年,硕士,3D视觉感知算法,https://www.zhipin.com/job_detail/ae3b22d4d9fccbe00nV93tW0FlRY.html,30-60K·15薪,3D视觉感知算法,5-10年,硕士,上海,"社保可交上海  需要来苏州工作
主要职责：
1、视觉感知算法开发： 负责设计和优化计算机视觉算法，涵盖图像识别、目标跟踪、场景理解、深度估计、物体检测与分类等核心技术，提升机器人对环境的感知能⼒。
2、多传感器融合： 结合视觉、激光雷达、红外传感器等多种传感器信息，设计⾼效的传感器融合算法，增强机器⼈在复杂、动态环境中的感知鲁棒性与准确性。
3、深度学习与人工智能应⽤： 研究并应用深度学习、卷积神经网络（CNN）、图像分割、目标检测等先进技术，推动视觉算法在动态场景下的自主学习与优化。
4、算法优化与性能提升： 针对机器人硬件平台的计算资源和实时性要求，优化视觉算法的计算效率和存储需求，确保算法在低延迟和高吞吐量的环境下稳定运行。
5、跨团队合作与技术领导： 与硬件团队、机器人控制团队、软件开发团队等紧密合作，确保视觉感知模块的设计与系统集成无缝对接。
6、技术创新与研究： 引领机器人视觉领域的技术研究和创新，探索新型视觉感知技术，推动公司产品在智能感知方面的领先地位。
7、技术指导与培训： 带领团队成员开展技术攻关，分享和传承前沿技术，帮助团队持续提升技术能力。
任职要求：
1、计算机视觉、人工智能、电子工程、机器人学等相关领域硕士及以上学位，或具有同等的行业经验和技术成就。
2、至少 5 年及以上在计算机视觉、深度学习和机器人感知领域的工作经验，具有机器人视觉系统的设计与优化经验，特别是在具身智能机器人产品的感知系统设计方面有丰富经验。
3、精通计算机视觉、图像处理、目标检测与跟踪、深度学习等核心领域的算法和技术。
4、深入理解并能够应用卷积神经网络（CNN）、生成对抗网络（GAN）、Transformer 等前沿深度学习模型。
5、熟悉视觉算法在不同硬件平台上的优化与部署（如嵌入式设备、GPU 加速计算等）。
6、熟练使用计算机视觉相关的开源库与框架，如OpenCV、TensorFlow、PyTorch、Caffe 等。
7、具有跨部门协作经验，能够与机械、控制、硬件、软件等多个技术团队合作，推动技术方案的落地与实施。
8、具备独立解决复杂技术问题的能力，尤其是在高噪声、高复杂度环境中的视觉感知挑战。
9、创新思维与科研能力： 能够根据最新的技术进展提出创新的算法和解决方案，具备独立进行前沿技术研究的能力。
10能够阅读和编写英文技术文档，参与国际技术讨论和交流。
优先考虑条件：
1、具有计算机视觉相关领域的学术研究成果，发表过顶级学术期刊或会议论文。
2、有机器人产业背景，曾参与过智能机器人产品（如服务机器人、无人驾驶等）的视觉感知系统研发。
3、熟悉 ROS（Robot Operating System）及其视觉感知相关工具链",页面更新时间：2026-04-22,魔法原子,上海徐汇区光启园-5号楼1
1776842345-106,https://www.zhipin.com/web/geek/jobs,图像算法工程师（ISP算法）,上海桦之坚机器人,上海·长宁区,C/C++,点云算法,图像处理库（OpenCV等）,5-10年,本科,图像算法工程师（ISP算法）,https://www.zhipin.com/job_detail/e0bdb4389f9d22a00nd63NS6GFRX.html,30-60K·15薪,图像算法工程师（ISP算法）,5-10年,本科,上海,"岗位职责
● 负责公司具身智能机器人传感器相关ISP（图像信号处理）算法的设计、开发、调试与优化，覆盖去噪、锐化、色彩增强、自动曝光（AE）、⾃动⽩平衡（AWB）、⾃动对焦（AF）等核心模块，保障传感器图像采集的清晰度与稳定性。
● 主导ISP算法在机器⼈传感器（摄像头等）上的落地适配，结合机器人实际应用场景（家庭、户外等），优化算法性能，解决低光、强光等特殊场景下的图像质量问题，提升机器人环境感知的准确性。
● 搭建ISP算法测试平台，制定图像质量评价标准，完成算法性能验证、迭代优化及相关技术文档的撰写与维护，确保算法可追溯、可复用。
● 协同硬件、软件及具身智能算法团队，推进ISP算法与机器人感知、规划等模块的协同适配，保障传感器数据高效流转与应用。
● 跟踪ISP算法领域前沿技术，结合公司机器人产品需求，探索算法创新方向，提升产品核心竞争力。
任职要求
● 本科及以上学历，计算机、电子信息、图像处理、光学工程等相关专业，3年及以上ISP算法开发经验。
● 具备手机、相机或摄像头等ISP处理相关算法开发经验，精通ISP Pipeline架构及流程，熟悉Demosaic、降噪、Gamma校准、LSC等核心算法的原理与实现方式。
● 扎实的数字图像理论基础，熟练掌握C/C++/Matlab等编程语言，具备良好的编码习惯和模块化设计思维，能独立完成算法建模、开发与调试。
● 了解传感器（摄像头）工作原理，熟悉图像质量测评方法，能针对性解决算法落地过程中的图像失真、噪声等问题。
● 具备良好的跨部门沟通能力、问题分析与解决能力，有较强的自驱力和创新意识，能适应机器人快速迭代的研发节奏。
● 有HDR、防抖、深度估计等相关算法经验，或具备嵌入式平台ISP算法落地经验者优先。",页面更新时间：2026-04-22,上海桦之坚机器人,上海长宁区建滔广场上海2期-A栋6层
1776842350-107,https://www.zhipin.com/web/geek/jobs,AI算法专家,虎扑,上海·虹口区·虹口足球场,,,,5-10年,本科,AI算法专家,https://www.zhipin.com/job_detail/56e361cb0e9c7e930nd42dq4EFVT.html,40-70K,AI算法专家,5-10年,本科,上海,"来自BOSS直聘工作职责
1、设计和BOSS直聘实现基于LLM的智能体架构，包括任务规划、对话管理、意图识别、流程工程等； 
2、设计和实现多模态Agent，支持文本、语⾳、图像等多种输⼊/输出形式的处理； 
3、推动AI Agent在架构和性能上的持续优化，提升Agent对⽤户理解能力和响应的准确性； 
4、开发和维护智能体的后端服务，确保系统的稳定性和可扩展性； 
5、跟踪并研究行业前沿AI算法与⼯程方法论，持续提升AI Agent的技术水平。
任职资格
1、5年以上工作经验，本科及以上学位，计算机、软件工程等相关专业优先； 
2、精通Java，具备良好的软件框架和应用设计能力；至少1年在AI Agent上研发经验；
3、深入了解AI Agents技术栈，熟悉并掌握LangChain4J / SpringAI框架中的一种，有丰富的智能体开发经验； 
4、具备Agent平台架构设计、系统研发、产品落地经验者优先； 
5、主流机器学习框架，如PyTorch、TensorFlow，对Transformer架构有深入理解，熟练掌握Lora训练加分。",页面更新时间：2026-04-22,虎扑,上海虹口区上海花园坊节能环保产业园A2栋3楼
1776842354-108,https://www.zhipin.com/web/geek/jobs,AI推理框架工程师,某大型互联网上市集团公司,上海,大模型推理,并行计算,深度学习框架,3-5年,硕士,AI推理框架工程师,https://www.zhipin.com/job_detail/b020b076171cc3ae0nV929u0EFNX.html,60-80K·15薪,AI推理框架工程师,3-5年,硕士,上海,"岗位职责
1. 负责软硬件深度协同优化，硬件编程模型抽象和 LLM 优化需求对接分析
2. 负责 LLM AF 分离部署方案设计和优化，适配主流 AI 推理框架，从调度、访存、通信等各个层面分析和优化模型推理性能和功耗
3. 负责 AI 编译框架开发与优化，支持 AI Kernel Auto Fusion & Codegen，并满足性能⽬标
4. 负责 Debug & Profiling ⽅案设计与⼯具开发，提升研发效率
任职要求：
1. 熟悉推理引擎如 PyTorch, SGLang, vLLM, KTransformers，TensorRT-LLM 等， 有线上使用和优化经验
2. 理解 GPU/NPU 架构、算子与访存、NCCL/通信栈与并⾏模型等，了解量化稀 疏、模型剪枝等推理加速技术优先
3. 有图编译优化和自动代码生成技术如 Triton/TileLang/Dynamo 者优先，熟悉 MLIR/TVM 技术栈优先
4. 有高性能算子优化或 LLM 部署优化经验优先",页面更新时间：2026-04-22,,
